id,kind,text,verification_tier,verification_method,status,static_syntax,file,line_start,line_end,section,source_type
com-c1fb38fd20,command,vastai list machine <machine-id> --end_date MM/DD/YYYY,account-read-only,Verify against current CLI help and a non-production authenticated account; confirm flags and output shape without mutation.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/maintenance-windows.mdx,37,37,Planned Maintenance,authored
com-edd32128a9,command,vastai list machines <machine-id-1> <machine-id-2> --end_date MM/DD/YYYY --retry 6,account-read-only,Verify against current CLI help and a non-production authenticated account; confirm flags and output shape without mutation.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/maintenance-windows.mdx,43,43,Planned Maintenance,authored
com-880276d077,command,vastai unlist machine <machine-id>,destructive-or-mutating,Verify in a disposable/non-production environment with peer review and recorded before/after state.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/maintenance-windows.mdx,49,49,Planned Maintenance,authored
com-cb1ad02722,command,vastai schedule maint <machine-id> --sdate <unix-start> --duration <hours> --maintenance_category software,destructive-or-mutating,Verify in a disposable/non-production environment with peer review and recorded before/after state.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/maintenance-windows.mdx,64,64,Schedule An Unplanned Window,authored
com-0d1d9ce01e,command,vastai schedule maint 8207 --sdate 1782950400 --duration 2 --maintenance_category power,destructive-or-mutating,Verify in a disposable/non-production environment with peer review and recorded before/after state.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/maintenance-windows.mdx,70,70,Schedule An Unplanned Window,authored
com-077d9becdf,command,"vastai show maints --ids <machine-id>
vastai show maints --ids <machine-id-1>,<machine-id-2>",account-read-only,Verify against current CLI help and a non-production authenticated account; confirm flags and output shape without mutation.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/maintenance-windows.mdx,85,86,Check Or Cancel Maintenance,authored
com-10a9556388,command,vastai cancel maint <machine-id>,destructive-or-mutating,Verify in a disposable/non-production environment with peer review and recorded before/after state.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/maintenance-windows.mdx,92,92,Check Or Cancel Maintenance,authored
com-2ba8c55d18,command,vastai metrics ...,account-read-only,Verify against current CLI help and a non-production authenticated account; confirm flags and output shape without mutation.,inventoried-not-executed,,host/market-metrics.mdx,21,21,Access,authored
com-1f3b02c8d7,command,pip install --upgrade vastai,local-safe,Verify command availability/help and static syntax locally; use placeholders and do not supply production credentials.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/market-metrics.mdx,72,72,CLI,authored
com-db9acb426d,command,"vastai metrics gpu
vastai metrics gpu --verified true --datacenter true
vastai metrics gpu --raw",account-read-only,Verify against current CLI help and a non-production authenticated account; confirm flags and output shape without mutation.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/market-metrics.mdx,78,80,CLI,authored
com-5f305e9e73,command,"vastai metrics gpu-trends
vastai metrics gpu-trends ""RTX 4090""
vastai metrics gpu-trends ""RTX 4090, H100_SXM""
vastai metrics gpu-trends all
vastai metrics gpu-trends ""RTX 4090"" --full
vastai metrics gpu-trends ""RTX 4090"" --raw
vastai metrics gpu-trends ""RTX 4090"" --start 1773298800 --end 1773817200 --step 3600",account-read-only,Verify against current CLI help and a non-production authenticated account; confirm flags and output shape without mutation.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/market-metrics.mdx,86,92,CLI,authored
com-2c9483179e,command,"vastai metrics gpu-locations
vastai metrics gpu-locations --verified true --datacenter true
vastai metrics gpu-locations --gpu ""RTX 4090, H100_SXM""
vastai metrics gpu-locations --rented false
vastai metrics gpu-locations --raw",account-read-only,Verify against current CLI help and a non-production authenticated account; confirm flags and output shape without mutation.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/market-metrics.mdx,98,102,CLI,authored
com-7ddc8db053,command,"curl -H ""Authorization: Bearer $API_KEY"" \
  ""https://console.vast.ai/api/v0/metrics/gpu/current/?verified=yes&hosting_type=secure_cloud""",credential-bearing,Verify only with redacted placeholders and an approved test credential; confirm no secret appears in logs or history.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/market-metrics.mdx,138,139,API,authored
com-c3fe8ff9b0,command,"sudo python3 ./install ""$VAST_HOST_KEY"" --ports 40000 40799",privileged-host,"Verify on a disposable supported Ubuntu host; record OS version, command output, and expected postcondition.",static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/network-ports.mdx,40,40,Set The Host Port Range,authored
com-460064e69e,command,"sudo python3 -m http.server 40000 --bind 0.0.0.0
sudo ss -ltnp | grep ':40000'",privileged-host,"Verify on a disposable supported Ubuntu host; record OS version, command output, and expected postcondition.",static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/network-ports.mdx,68,69,Test Ports From Outside The LAN,authored
com-cd4353a94b,command,"curl -v http://PUBLIC_IP:40000/
nc -vz PUBLIC_IP 40000",local-safe,Verify command availability/help and static syntax locally; use placeholders and do not supply production credentials.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/network-ports.mdx,75,76,Test Ports From Outside The LAN,authored
com-f276fd75ae,command,"Test-NetConnection PUBLIC_IP -Port 40000
curl.exe http://PUBLIC_IP:40000/",environment-dependent,Verify on the matching Linux/GPU/network environment and capture representative output or an error fixture.,inventoried-not-executed,,host/network-ports.mdx,82,83,Test Ports From Outside The LAN,authored
com-c1f4adc29f,command,sudo tcpdump -ni any udp port 40000,privileged-host,"Verify on a disposable supported Ubuntu host; record OS version, command output, and expected postcondition.",static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/network-ports.mdx,91,91,Test Ports From Outside The LAN,authored
com-669b302c76,command,printf 'vast-port-test\n' | nc -u -w2 PUBLIC_IP 40000,local-safe,Verify command availability/help and static syntax locally; use placeholders and do not supply production credentials.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/network-ports.mdx,97,97,Test Ports From Outside The LAN,authored
com-b28013866b,command,"$udp = New-Object System.Net.Sockets.UdpClient
$bytes = [Text.Encoding]::ASCII.GetBytes(""vast-port-test"")
$udp.Send($bytes, $bytes.Length, ""PUBLIC_IP"", 40000)
$udp.Close()",local-safe,Verify command availability/help and static syntax locally; use placeholders and do not supply production credentials.,inventoried-not-executed,,host/network-ports.mdx,103,106,Test Ports From Outside The LAN,authored
com-476b417e9c,command,vastai show user,account-read-only,Verify against current CLI help and a non-production authenticated account; confirm flags and output shape without mutation.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/not-in-search.mdx,29,29,Check the machine directly,authored
com-4035a70860,command,vastai search offers 'machine_id=<machine_id>' --limit 200,account-read-only,Verify against current CLI help and a non-production authenticated account; confirm flags and output shape without mutation.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/not-in-search.mdx,35,35,Check the machine directly,authored
com-4c0b44cb3d,command,vastai search offers -n 'machine_id=<machine_id>' --limit 200,account-read-only,Verify against current CLI help and a non-production authenticated account; confirm flags and output shape without mutation.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/not-in-search.mdx,41,41,Check the machine directly,authored
com-18499929d1,command,vastai search offers 'machine_id=<machine_id> rentable=any rented=any verified=any external=any' --limit 200,account-read-only,Verify against current CLI help and a non-production authenticated account; confirm flags and output shape without mutation.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/not-in-search.mdx,47,47,Check the machine directly,authored
com-2d9a5a9719,command,vastai search offers 'gpu_name=RTX_4090 cpu_ram>257 cpu_ram<258',account-read-only,Verify against current CLI help and a non-production authenticated account; confirm flags and output shape without mutation.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/not-in-search.mdx,57,57,Comparing your ranking,authored
com-7fa3c4e802,command,"--price_gpu 0.45 \
  --price_min_bid 0.25 \
  --discount_rate 0.30 \
  --min_chunk 1 \
  --end_date 12/31/2026",local-safe,Verify command availability/help and static syntax locally; use placeholders and do not supply production credentials.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/pricing-your-listing.mdx,70,74,Example,authored
com-28abf8b7db,command,vastai self-test machine <machine>,paid-live,"Use an approved test machine/account and budget; record CLI SHA, image digest, machine, instance, cost, and result.",inventoried-not-executed,,host/self-test-reference.mdx,22,22,Introduction,generated-self-test
com-9a996bbff5,command,vastai dump-logs <machine>,local-safe,Verify command availability/help and static syntax locally; use placeholders and do not supply production credentials.,inventoried-not-executed,,host/self-test-reference.mdx,244,244,Diagnostic Bundles,generated-self-test
com-476ff797ac,command,vastai dump-logs <machine> --include-local-host-artifacts,local-safe,Verify command availability/help and static syntax locally; use placeholders and do not supply production credentials.,inventoried-not-executed,,host/self-test-reference.mdx,245,245,Diagnostic Bundles,generated-self-test
com-5f6cbd64ae,command,dmesg,environment-dependent,Verify on the matching Linux/GPU/network environment and capture representative output or an error fixture.,inventoried-not-executed,,host/self-test-reference.mdx,250,250,Diagnostic Bundles,generated-self-test
com-f57c6df68d,command,journalctl,environment-dependent,Verify on the matching Linux/GPU/network environment and capture representative output or an error fixture.,inventoried-not-executed,,host/self-test-reference.mdx,250,250,Diagnostic Bundles,generated-self-test
com-3a2193d968,command,"lsblk -f
findmnt /
findmnt /data0 || true
findmnt /var/lib/docker || true
df -h /",privileged-host,"Verify on a disposable supported Ubuntu host; record OS version, command output, and expected postcondition.",static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/storage-setup.mdx,32,36,Docker Storage Layout,authored
com-69b4f38623,command,sudo cp /etc/fstab /etc/fstab.pre-vast-docker.$(date -u +%Y%m%d%H%M%S),privileged-host,"Verify on a disposable supported Ubuntu host; record OS version, command output, and expected postcondition.",static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/storage-setup.mdx,42,42,Docker Storage Layout,authored
com-4a0c0f98d3,command,"sudo mount -a
findmnt /var/lib/docker -no SOURCE,FSTYPE,OPTIONS
sudo xfs_quota -x -c ""state"" /var/lib/docker",privileged-host,"Verify on a disposable supported Ubuntu host; record OS version, command output, and expected postcondition.",static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/storage-setup.mdx,59,61,XFS Project Quotas,authored
com-4a0c0f98d3,command,"sudo mount -a
findmnt /var/lib/docker -no SOURCE,FSTYPE,OPTIONS
sudo xfs_quota -x -c ""state"" /var/lib/docker",privileged-host,"Verify on a disposable supported Ubuntu host; record OS version, command output, and expected postcondition.",static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/storage-setup.mdx,88,90,Disposable Device Example,authored
com-4a0c0f98d3,command,"sudo mount -a
findmnt /var/lib/docker -no SOURCE,FSTYPE,OPTIONS
sudo xfs_quota -x -c ""state"" /var/lib/docker",privileged-host,"Verify on a disposable supported Ubuntu host; record OS version, command output, and expected postcondition.",static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/storage-setup.mdx,107,109,Example fstab Line,authored
com-c713443f59,command,"export VAST_DOCKER_DEVICE=/dev/mapper/vg1-lv--1
lsblk -f ""$VAST_DOCKER_DEVICE""
findmnt -S ""$VAST_DOCKER_DEVICE"" || true
if findmnt -S ""$VAST_DOCKER_DEVICE"" >/dev/null; then
  sudo umount ""$VAST_DOCKER_DEVICE""
fi
sudo mkfs.xfs -f ""$VAST_DOCKER_DEVICE""
sudo mkdir -p /var/lib/docker
sudo blkid ""$VAST_DOCKER_DEVICE""",destructive-or-mutating,Verify in a disposable/non-production environment with peer review and recorded before/after state.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/storage-setup.mdx,74,82,Disposable Device Example,authored
com-e9e5f3e438,command,"sudo python3 ./install ""$VAST_HOST_KEY"" \
  --no-driver \
  --docker-partition /dev/mapper/vg1-lv--1 \
  --ports 40000 40799",privileged-host,"Verify on a disposable supported Ubuntu host; record OS version, command output, and expected postcondition.",static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/storage-setup.mdx,135,138,Installer Connection,authored
com-302ca0fd12,command,python3 /var/lib/vastai_kaalia/enable_vms.py check,privileged-host,"Verify on a disposable supported Ubuntu host; record OS version, command output, and expected postcondition.",static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/vms.mdx,40,40,Check VM Status,authored
com-2fd0739dc0,command,python3 /var/lib/vastai_kaalia/enable_vms.py off,privileged-host,"Verify on a disposable supported Ubuntu host; record OS version, command output, and expected postcondition.",static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/vms.mdx,54,54,Disable VM Support,authored
com-81ab748278,command,"sudo update-grub
sudo reboot",destructive-or-mutating,Verify in a disposable/non-production environment with peer review and recorded before/after state.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/vms.mdx,84,85,Kernel Options,authored
com-26894c03c2,command,sudo python3 /var/lib/vastai_kaalia/enable_vms.py on -f,privileged-host,"Verify on a disposable supported Ubuntu host; record OS version, command output, and expected postcondition.",static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/vms.mdx,97,97,Retry Enablement,authored
com-339f383601,command,vastai reports <machine_id>,local-safe,Verify command availability/help and static syntax locally; use placeholders and do not supply production credentials.,inventoried-not-executed,,host/workload-policy.mdx,53,53,Renter Reports And Host Logs,authored
com-b29f78b7c0,command,vastai logs <instance_id> --daemon-logs,local-safe,Verify command availability/help and static syntax locally; use placeholders and do not supply production credentials.,inventoried-not-executed,,host/workload-policy.mdx,54,54,Renter Reports And Host Logs,authored
com-c7eadc7ae0,command,vastai cancel maint id,destructive-or-mutating,Verify in a disposable/non-production environment with peer review and recorded before/after state.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,snippets/host/cli/cancel-maint.mdx,8,8,Usage,generated-cli-sdk
com-906bb6c665,command,vastai cancel maint <ID>,destructive-or-mutating,Verify in a disposable/non-production environment with peer review and recorded before/after state.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,snippets/host/cli/cancel-maint.mdx,25,25,Examples,generated-cli-sdk
com-fe5924a5f3,command,vastai cleanup machine ID [options],destructive-or-mutating,Verify in a disposable/non-production environment with peer review and recorded before/after state.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,snippets/host/cli/cleanup-machine.mdx,8,8,Usage,generated-cli-sdk
com-94661561d0,command,vastai cleanup machine <ID>,destructive-or-mutating,Verify in a disposable/non-production environment with peer review and recorded before/after state.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,snippets/host/cli/cleanup-machine.mdx,27,27,Examples,generated-cli-sdk
com-cda258d229,command,vastai defrag machines IDs,destructive-or-mutating,Verify in a disposable/non-production environment with peer review and recorded before/after state.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,snippets/host/cli/defrag-machines.mdx,8,8,Usage,generated-cli-sdk
com-fa7beb8c63,command,vastai defrag machines <IDS>,destructive-or-mutating,Verify in a disposable/non-production environment with peer review and recorded before/after state.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,snippets/host/cli/defrag-machines.mdx,24,24,Examples,generated-cli-sdk
com-80bb5e89a4,command,vastai delete machine <id>,destructive-or-mutating,Verify in a disposable/non-production environment with peer review and recorded before/after state.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,snippets/host/cli/delete-machine.mdx,8,8,Usage,generated-cli-sdk
com-80bb5e89a4,command,vastai delete machine <id>,destructive-or-mutating,Verify in a disposable/non-production environment with peer review and recorded before/after state.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,snippets/host/cli/delete-machine.mdx,20,20,Examples,generated-cli-sdk
com-3b1d278a74,command,vastai list machine ID [options],account-read-only,Verify against current CLI help and a non-production authenticated account; confirm flags and output shape without mutation.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,snippets/host/cli/list-machine.mdx,8,8,Usage,generated-cli-sdk
com-b59ff31d0d,command,vastai list machine <ID>,account-read-only,Verify against current CLI help and a non-production authenticated account; confirm flags and output shape without mutation.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,snippets/host/cli/list-machine.mdx,74,74,Examples,generated-cli-sdk
com-1caa1ab129,command,vastai list machines IDs [options],account-read-only,Verify against current CLI help and a non-production authenticated account; confirm flags and output shape without mutation.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,snippets/host/cli/list-machines.mdx,8,8,Usage,generated-cli-sdk
com-e1a6a291da,command,vastai list machines <IDS>,account-read-only,Verify against current CLI help and a non-production authenticated account; confirm flags and output shape without mutation.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,snippets/host/cli/list-machines.mdx,72,72,Examples,generated-cli-sdk
com-959c26a382,command,vastai metrics gpu-locations [OPTIONS],account-read-only,Verify against current CLI help and a non-production authenticated account; confirm flags and output shape without mutation.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,snippets/host/cli/metrics-gpu-locations.mdx,8,8,Usage,generated-cli-sdk
com-564f95e17d,command,"# All locations, unfiltered
vastai metrics gpu-locations

# Datacenter-verified only
vastai metrics gpu-locations --verified true --datacenter true

# Specific GPU types
vastai metrics gpu-locations --gpu ""RTX 4090, H100_SXM""

# Only unrented GPUs
vastai metrics gpu-locations --rented false

# JSON output
vastai metrics gpu-locations --raw",account-read-only,Verify against current CLI help and a non-production authenticated account; confirm flags and output shape without mutation.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,snippets/host/cli/metrics-gpu-locations.mdx,36,49,Examples,generated-cli-sdk
com-922c8d0c34,command,vastai metrics gpu-trends [GPU_NAMES] [OPTIONS],account-read-only,Verify against current CLI help and a non-production authenticated account; confirm flags and output shape without mutation.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,snippets/host/cli/metrics-gpu-trends.mdx,8,8,Usage,generated-cli-sdk
com-0695cef773,command,"# Defaults (RTX 5090, 4090, 3090 over last 24h)
vastai metrics gpu-trends

# Single GPU
vastai metrics gpu-trends ""RTX 4090""

# Multiple GPUs
vastai metrics gpu-trends ""RTX 4090, H100_SXM""

# All GPU types
vastai metrics gpu-trends all

# All data points (not sampled)
vastai metrics gpu-trends ""RTX 4090"" --full

# JSON output
vastai metrics gpu-trends ""RTX 4090"" --raw

# Verified datacenter GPUs only
vastai metrics gpu-trends all --verified true --datacenter true

# Custom time range with hourly resolution
vastai metrics gpu-trends ""RTX 4090"" --start 1773298800 --end 1773817200 --step 3600",account-read-only,Verify against current CLI help and a non-production authenticated account; confirm flags and output shape without mutation.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,snippets/host/cli/metrics-gpu-trends.mdx,50,72,Examples,generated-cli-sdk
com-cb1f2ba2f9,command,vastai metrics gpu [OPTIONS],account-read-only,Verify against current CLI help and a non-production authenticated account; confirm flags and output shape without mutation.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,snippets/host/cli/metrics-gpu.mdx,8,8,Usage,generated-cli-sdk
com-c0d4c53847,command,"# All GPU types
vastai metrics gpu

# Verified datacenter GPUs only
vastai metrics gpu --verified true --datacenter true

# JSON output
vastai metrics gpu --raw",account-read-only,Verify against current CLI help and a non-production authenticated account; confirm flags and output shape without mutation.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,snippets/host/cli/metrics-gpu.mdx,28,35,Examples,generated-cli-sdk
com-148173aec1,command,vastai remove defjob id,destructive-or-mutating,Verify in a disposable/non-production environment with peer review and recorded before/after state.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,snippets/host/cli/remove-defjob.mdx,8,8,Usage,generated-cli-sdk
com-6623cfe956,command,vastai remove defjob <ID>,destructive-or-mutating,Verify in a disposable/non-production environment with peer review and recorded before/after state.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,snippets/host/cli/remove-defjob.mdx,20,20,Examples,generated-cli-sdk
com-ceaec1510d,command,vastai schedule maint id [--sdate START_DATE --duration DURATION --maintenance_category MAINTENANCE_CATEGORY],destructive-or-mutating,Verify in a disposable/non-production environment with peer review and recorded before/after state.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,snippets/host/cli/schedule-maint.mdx,8,8,Usage,generated-cli-sdk
com-a62a91b0a1,command,vastai schedule maint <ID>,destructive-or-mutating,Verify in a disposable/non-production environment with peer review and recorded before/after state.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,snippets/host/cli/schedule-maint.mdx,42,42,Examples,generated-cli-sdk
com-e34b829a15,command,vastai self-test machine <machine_id> [--debugging] [--ignore-requirements] [--test-image IMAGE] [--support-bundle-dir DIR] [--no-support-bundle],paid-live,"Use an approved test machine/account and budget; record CLI SHA, image digest, machine, instance, cost, and result.",static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,snippets/host/cli/self-test-machine.mdx,8,8,Usage,generated-cli-sdk
com-7034253efd,command,"vastai self-test machine 12345
vastai self-test machine 12345 --debugging
vastai self-test machine 12345 --support-bundle-dir /tmp/vast-bundles",paid-live,"Use an approved test machine/account and budget; record CLI SHA, image digest, machine, instance, cost, and result.",static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,snippets/host/cli/self-test-machine.mdx,49,51,Examples,generated-cli-sdk
com-54a4541c21,command,vastai set defjob id [--api-key API_KEY] [--price_gpu PRICE_GPU] [--price_inetu PRICE_INETU] [--price_inetd PRICE_INETD] [--image IMAGE] [--args ...],destructive-or-mutating,Verify in a disposable/non-production environment with peer review and recorded before/after state.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,snippets/host/cli/set-defjob.mdx,8,8,Usage,generated-cli-sdk
com-15c4681bf7,command,vastai set defjob <ID>,destructive-or-mutating,Verify in a disposable/non-production environment with peer review and recorded before/after state.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,snippets/host/cli/set-defjob.mdx,46,46,Examples,generated-cli-sdk
com-b68b38012a,command,vastai set min-bid id [--price PRICE],destructive-or-mutating,Verify in a disposable/non-production environment with peer review and recorded before/after state.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,snippets/host/cli/set-min-bid.mdx,8,8,Usage,generated-cli-sdk
com-bf611d88d5,command,vastai set min-bid <ID>,destructive-or-mutating,Verify in a disposable/non-production environment with peer review and recorded before/after state.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,snippets/host/cli/set-min-bid.mdx,30,30,Examples,generated-cli-sdk
com-463d58beb6,command,vastai show machine ID [OPTIONS],account-read-only,Verify against current CLI help and a non-production authenticated account; confirm flags and output shape without mutation.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,snippets/host/cli/show-machine.mdx,8,8,Usage,generated-cli-sdk
com-52d1c59cb1,command,vastai show machine <MACHINE>,account-read-only,Verify against current CLI help and a non-production authenticated account; confirm flags and output shape without mutation.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,snippets/host/cli/show-machine.mdx,26,26,Examples,generated-cli-sdk
com-9ebc284ef6,command,vastai show machines [OPTIONS],account-read-only,Verify against current CLI help and a non-production authenticated account; confirm flags and output shape without mutation.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,snippets/host/cli/show-machines.mdx,8,8,Usage,generated-cli-sdk
com-b9c60c545c,command,"vastai show maints --ids 'machine_id_1' [OPTIONS]
vastai show maints --ids 'machine_id_1,machine_id_2' [OPTIONS]",account-read-only,Verify against current CLI help and a non-production authenticated account; confirm flags and output shape without mutation.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,snippets/host/cli/show-maints.mdx,8,9,Usage,generated-cli-sdk
com-95fc5d8935,command,vastai show maints --ids <ID>,account-read-only,Verify against current CLI help and a non-production authenticated account; confirm flags and output shape without mutation.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,snippets/host/cli/show-maints.mdx,25,25,Examples,generated-cli-sdk
com-5f95d8e649,command,vastai unlist machine <id>,destructive-or-mutating,Verify in a disposable/non-production environment with peer review and recorded before/after state.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,snippets/host/cli/unlist-machine.mdx,8,8,Usage,generated-cli-sdk
com-5f95d8e649,command,vastai unlist machine <id>,destructive-or-mutating,Verify in a disposable/non-production environment with peer review and recorded before/after state.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,snippets/host/cli/unlist-machine.mdx,20,20,Examples,generated-cli-sdk
err-e9bc6219cb,error,"Machines page shows a red error, vericode=8, or a host-facing runtime message",source-or-fixture,"Match the literal string/category to CLI, daemon, backend, or console source and retain a redacted captured fixture.",source-confirmation-required,,host/common-errors-diagnostics.mdx,19,19,Where To Start,authored
err-053c3adaf4,error,Self-test failed and you need a support bundle,source-or-fixture,"Match the literal string/category to CLI, daemon, backend, or console source and retain a redacted captured fixture.",source-confirmation-required,,host/common-errors-diagnostics.mdx,20,20,Where To Start,authored
err-c106b6a15e,error,bad bandwidthtest2,source-or-fixture,"Match the literal string/category to CLI, daemon, backend, or console source and retain a redacted captured fixture.",source-confirmation-required,,host/common-errors-diagnostics.mdx,118,118,GPU And Kernel Diagnostics,authored
err-c106b6a15e,error,bad bandwidthtest2,source-or-fixture,"Match the literal string/category to CLI, daemon, backend, or console source and retain a redacted captured fixture.",source-confirmation-required,,host/common-errors-diagnostics.mdx,180,180,Machine Error Lookup,authored
err-c106b6a15e,error,bad bandwidthtest2,source-or-fixture,"Match the literal string/category to CLI, daemon, backend, or console source and retain a redacted captured fixture.",source-confirmation-required,,host/machine-errors.mdx,52,52,Quick Lookup,authored
